State,District,Year,Crop,Annual_Rainfall_mm,Avg_Market_Price,ΣΚ (mg/kg),ΣΝ (mg/kg),ΣΡ (mg/kg),ΣΡΗ,Soil_Type,Yield_Ton_per_Ha,Profitability_Score
Rajasthan,District C,2015,Cotton,701.3,1605.93,146.68,279.94,139.48,6.44,Silty,3.96,96.36
Rajasthan,District C,2016,Wheat,1973.3,4890.71,493.57,78.39,198.62,5.81,Clay,2.41,97.73
Rajasthan,District C,2016,Rice,605.3,3903.04,466.41,286.42,61.78,5.93,Peaty,9.73,96.03
Rajasthan,District C,2016,Maize,831.7,2516.62,246.42,127.55,75.01,7.32,Clay,9.43,6.79
Rajasthan,District C,2016,Sugarcane,917.0,2647.56,242.98,156.08,90.05,8.36,Peaty,7.74,72.51
Rajasthan,District C,2016,Cotton,1374.4,5373.74,349.67,268.69,74.5,5.9,Loamy,6.86,73.73
Rajasthan,District C,2017,Wheat,990.1,3773.24,457.97,269.95,154.88,7.79,Sandy,4.49,84.3
Rajasthan,District C,2017,Rice,1066.9,5242.38,362.6,177.38,62.64,8.27,Clay,4.77,2.52
Rajasthan,District C,2017,Maize,1933.8,1819.2,344.07,75.55,71.15,6.06,Peaty,3.77,38.71
Rajasthan,District C,2017,Sugarcane,528.1,5743.27,231.76,151.04,183.4,7.08,Silty,6.81,13.56
Rajasthan,District C,2017,Cotton,558.1,2598.15,251.34,259.39,153.42,8.37,Clay,1.38,60.98
Rajasthan,District C,2018,Wheat,1285.1,5025.46,111.56,245.21,113.76,6.61,Silty,7.63,83.84
Rajasthan,District C,2018,Rice,1390.6,2020.54,225.14,168.88,141.89,6.46,Peaty,7.93,9.07
Rajasthan,District C,2018,Maize,945.9,4425.5,154.69,219.4,30.62,6.5,Sandy,2.01,80.51
Rajasthan,District C,2018,Sugarcane,952.2,5990.54,403.36,200.29,197.05,6.45,Sandy,4.68,90.24
Rajasthan,District C,2018,Cotton,943.6,1541.49,178.7,77.38,77.42,7.98,Peaty,1.85,76.31
Rajasthan,District C,2019,Wheat,803.1,5281.47,484.61,103.09,34.05,6.95,Silty,3.72,71.54
Rajasthan,District C,2019,Rice,1486.4,2346.08,144.71,215.22,141.75,6.6,Silty,8.67,97.18
Rajasthan,District C,2019,Maize,1498.1,5648.73,152.82,293.77,26.03,7.08,Peaty,8.3,11.12
Rajasthan,District C,2019,Sugarcane,561.5,3003.35,350.4,248.35,118.29,7.24,Clay,5.76,61.12
Rajasthan,District C,2019,Cotton,1274.3,5462.06,194.21,116.0,43.03,7.96,Silty,4.43,33.0
Rajasthan,District C,2020,Wheat,774.7,2158.35,235.51,60.41,98.59,7.3,Sandy,4.52,50.92
Rajasthan,District C,2020,Rice,662.3,3919.55,427.79,144.41,83.48,6.52,Peaty,3.3,24.12
Rajasthan,District C,2020,Maize,1347.9,4047.07,187.18,196.87,82.26,7.42,Loamy,2.94,64.49
Rajasthan,District C,2020,Sugarcane,701.6,5792.89,337.21,206.56,98.08,6.53,Loamy,2.49,5.92
Rajasthan,District C,2020,Cotton,1544.5,3359.56,125.51,222.64,136.0,7.66,Loamy,5.17,71.82
Rajasthan,District C,2021,Wheat,1579.5,3658.15,309.26,57.5,74.77,6.54,Silty,6.22,31.95
Rajasthan,District C,2021,Rice,1938.0,4255.68,101.99,189.02,85.5,5.6,Sandy,7.96,50.38
Rajasthan,District C,2021,Maize,1459.2,4378.84,368.41,146.9,86.6,5.51,Loamy,3.33,51.87
Rajasthan,District C,2021,Sugarcane,1433.5,3390.46,450.68,180.86,26.45,6.17,Peaty,6.58,93.01
Rajasthan,District C,2021,Cotton,1827.1,3758.86,359.86,192.45,32.06,5.98,Sandy,9.4,31.58
Rajasthan,District C,2022,Wheat,1538.3,5185.39,396.37,279.4,175.57,8.48,Sandy,3.74,63.62
Rajasthan,District C,2022,Rice,1599.6,3905.72,129.57,260.4,192.96,6.72,Silty,5.68,31.02
Rajasthan,District C,2022,Maize,1221.6,4845.1,292.94,128.7,37.28,8.28,Silty,6.13,71.52
Rajasthan,District C,2022,Sugarcane,1756.6,3536.25,399.14,125.45,58.35,6.06,Clay,7.36,37.11
Rajasthan,District C,2022,Cotton,1241.0,4409.31,275.1,248.26,40.93,7.65,Sandy,4.76,71.28
Rajasthan,District C,2023,Wheat,513.9,2743.77,156.95,81.9,192.63,6.63,Loamy,3.89,43.92
Rajasthan,District C,2023,Rice,912.6,5747.01,251.0,214.52,60.31,6.16,Sandy,3.66,11.71
Rajasthan,District C,2023,Maize,886.3,3243.05,120.88,169.67,153.2,7.04,Clay,3.32,49.93
Rajasthan,District C,2023,Sugarcane,1790.4,5563.34,432.93,132.14,75.18,8.46,Clay,3.59,70.48
Rajasthan,District C,2023,Cotton,1062.4,2094.52,194.89,210.69,29.34,6.32,Sandy,3.21,57.6
Rajasthan,District C,2024,Wheat,1548.8,2898.31,374.18,135.79,134.29,7.4,Loamy,4.73,37.25
Rajasthan,District C,2024,Rice,1127.1,2429.05,159.8,177.3,187.05,6.68,Loamy,9.11,35.04
Rajasthan,District C,2024,Maize,544.3,1610.73,155.8,77.51,154.66,6.38,Silty,3.79,12.43
Rajasthan,District C,2024,Sugarcane,1900.0,4371.63,110.79,215.59,100.49,8.42,Sandy,7.67,25.0
Rajasthan,District C,2024,Cotton,924.4,5229.64,460.47,256.19,46.6,8.5,Sandy,2.3,34.9
Sikkim,District A,2015,Wheat,1378.8,2124.52,441.09,56.87,38.51,5.85,Loamy,6.3,81.42
Sikkim,District A,2015,Rice,1111.0,4913.65,254.95,197.5,160.06,5.85,Clay,4.18,19.48
Sikkim,District A,2015,Maize,902.5,5194.26,165.19,245.06,141.51,6.48,Loamy,8.08,53.19
Sikkim,District A,2015,Sugarcane,1637.2,3468.02,116.51,220.44,99.94,8.12,Loamy,4.24,72.41
Sikkim,District A,2015,Cotton,1242.8,2397.5,267.95,105.64,20.9,6.24,Loamy,3.98,3.05
Sikkim,District A,2016,Wheat,1742.0,3711.81,356.74,152.87,82.19,6.17,Peaty,8.32,49.61
Sikkim,District A,2016,Rice,1584.2,5864.01,239.36,176.07,112.62,8.48,Peaty,8.45,50.39
Sikkim,District A,2016,Maize,1076.7,2225.65,428.28,194.06,36.64,7.45,Clay,8.3,91.89
Sikkim,District A,2016,Sugarcane,1400.7,4792.26,122.64,190.06,155.96,6.99,Loamy,5.21,5.84
Sikkim,District A,2016,Cotton,1213.7,1623.99,345.32,196.63,163.61,7.25,Loamy,8.05,13.27
Sikkim,District A,2017,Wheat,898.2,1618.04,254.45,177.38,190.27,7.07,Sandy,3.64,1.97
Sikkim,District A,2017,Rice,1209.4,4958.66,444.9,255.11,94.96,7.69,Peaty,6.5,85.02
Sikkim,District A,2017,Maize,996.1,2247.15,162.82,117.59,100.32,8.13,Clay,8.27,77.41
Sikkim,District A,2017,Sugarcane,946.8,1835.49,170.6,73.22,63.81,6.88,Loamy,2.14,19.31
Sikkim,District A,2017,Cotton,1285.1,2018.53,485.99,176.78,88.42,5.97,Loamy,7.35,14.82
Sikkim,District A,2018,Wheat,1536.2,1596.55,160.31,227.47,148.13,7.42,Peaty,6.45,7.09
Sikkim,District A,2018,Rice,1144.4,2679.14,294.69,151.08,168.78,6.24,Peaty,8.23,61.45
Sikkim,District A,2018,Maize,1158.3,1617.15,230.87,155.16,107.45,8.29,Silty,9.91,86.19
Sikkim,District A,2018,Sugarcane,1158.2,5998.63,305.63,91.78,120.06,6.18,Silty,7.23,40.88
Sikkim,District A,2018,Cotton,1609.4,5550.63,172.06,99.0,93.57,6.01,Peaty,7.38,75.12
Sikkim,District A,2019,Wheat,589.3,3029.8,215.27,76.08,85.24,6.4,Silty,9.82,66.27
Sikkim,District A,2019,Rice,1062.8,1794.7,395.22,294.49,32.24,5.52,Silty,1.92,8.16
Sikkim,District A,2019,Maize,1865.5,1858.02,145.61,192.39,156.23,6.7,Silty,6.12,66.92
Sikkim,District A,2019,Sugarcane,1618.9,2099.15,180.18,222.15,173.08,6.73,Clay,7.94,4.44
Sikkim,District A,2019,Cotton,1842.7,5501.77,312.77,112.15,126.59,7.17,Silty,8.72,30.4
Sikkim,District A,2020,Wheat,1716.2,5600.9,129.18,239.11,65.96,6.03,Silty,1.19,60.84
Sikkim,District A,2020,Rice,1942.9,4474.57,468.91,191.5,171.81,5.87,Loamy,5.66,20.82
Sikkim,District A,2020,Maize,1665.1,2844.88,332.16,117.88,96.53,6.12,Loamy,7.48,89.05
Sikkim,District A,2020,Sugarcane,1984.7,3777.29,423.23,191.72,107.56,7.11,Peaty,4.79,72.37
Sikkim,District A,2020,Cotton,874.5,4273.72,385.18,273.02,79.74,8.08,Peaty,3.82,95.2
Sikkim,District A,2021,Wheat,1441.4,3213.04,416.73,126.12,51.75,7.13,Silty,3.11,75.39
Sikkim,District A,2021,Rice,837.0,4163.05,378.8,264.94,152.1,7.9,Peaty,2.94,81.02
Sikkim,District A,2021,Maize,924.3,1655.2,143.97,236.47,67.17,7.46,Loamy,2.33,18.73
Sikkim,District A,2021,Sugarcane,1171.3,3849.67,465.51,145.25,59.15,7.73,Peaty,4.68,61.38
Sikkim,District A,2021,Cotton,779.3,2154.88,419.54,157.43,197.61,7.07,Loamy,4.23,48.05
Sikkim,District A,2022,Wheat,1856.8,5110.09,197.37,131.2,83.53,8.24,Silty,5.36,1.02
Sikkim,District A,2022,Rice,1546.2,3252.13,353.19,201.67,106.55,8.33,Sandy,8.97,10.09
Sikkim,District A,2022,Maize,1950.5,3898.86,497.49,161.25,115.99,6.3,Peaty,4.99,81.46
Sikkim,District A,2022,Sugarcane,619.6,5047.11,296.1,51.35,60.73,6.08,Clay,5.29,15.97
Sikkim,District A,2022,Cotton,885.2,3768.35,107.86,156.03,142.05,7.05,Silty,5.69,58.89
Sikkim,District A,2023,Wheat,1594.8,2666.67,436.7,288.29,109.83,7.78,Silty,1.63,32.61
Sikkim,District A,2023,Rice,631.2,5949.96,191.61,208.98,71.18,7.46,Silty,8.07,11.08
Sikkim,District A,2023,Maize,1842.7,5281.9,371.52,66.85,57.54,8.08,Clay,5.02,68.87
Sikkim,District A,2023,Sugarcane,708.4,1598.76,456.19,193.64,23.6,8.48,Clay,7.61,10.28
Sikkim,District A,2023,Cotton,1430.9,3464.22,262.42,108.07,25.48,8.04,Loamy,2.29,91.37
Sikkim,District A,2024,Wheat,1819.2,2177.82,475.38,189.45,146.3,8.02,Loamy,4.84,84.5
Sikkim,District A,2024,Rice,1570.5,2774.32,339.83,157.55,21.19,7.92,Clay,4.25,17.9
Sikkim,District A,2024,Maize,1594.9,5476.44,131.51,246.26,181.23,8.42,Loamy,3.13,10.55
Sikkim,District A,2024,Sugarcane,575.3,1602.97,272.47,156.68,53.4,7.85,Sandy,9.24,58.76
Sikkim,District A,2024,Cotton,541.4,5833.38,223.18,162.49,71.17,7.69,Clay,7.84,85.96
Sikkim,District B,2015,Wheat,1601.5,5655.68,308.37,219.36,86.52,5.53,Loamy,8.83,17.39
Sikkim,District B,2015,Rice,543.0,2240.26,458.12,123.88,62.07,5.54,Silty,9.54,98.59
Sikkim,District B,2015,Maize,852.5,4513.65,436.65,108.42,53.78,5.53,Peaty,9.93,68.07
Sikkim,District B,2015,Sugarcane,1889.9,3038.44,359.07,218.62,177.12,8.48,Loamy,6.68,33.64
Sikkim,District B,2015,Cotton,1717.5,4893.67,457.01,135.93,53.22,5.57,Clay,6.2,85.22
Sikkim,District B,2016,Wheat,1084.6,3823.59,104.37,247.39,66.71,7.95,Loamy,3.43,45.69
Sikkim,District B,2016,Rice,1626.8,4702.57,357.08,270.06,164.48,8.45,Peaty,5.6,21.37
Sikkim,District B,2016,Maize,1279.0,2133.44,271.94,199.48,31.16,6.7,Sandy,5.24,1.04
Sikkim,District B,2016,Sugarcane,743.1,1960.44,117.61,228.5,54.62,8.02,Silty,8.39,46.61
Sikkim,District B,2016,Cotton,1399.3,3013.02,118.42,142.54,113.29,5.54,Sandy,4.02,99.32
Sikkim,District B,2017,Wheat,1978.3,2354.12,351.98,183.88,47.79,6.0,Loamy,4.75,14.13
Sikkim,District B,2017,Rice,1387.6,5984.77,459.72,119.65,123.86,5.85,Peaty,1.63,88.97
Sikkim,District B,2017,Maize,798.1,4906.05,239.82,168.6,72.43,7.59,Sandy,6.27,78.99
Sikkim,District B,2017,Sugarcane,1721.1,2392.26,260.66,206.05,76.86,7.47,Silty,6.84,44.66
Sikkim,District B,2017,Cotton,825.7,3090.23,296.84,72.89,192.37,7.5,Peaty,8.41,32.26
Sikkim,District B,2018,Wheat,1395.2,2747.14,393.36,230.75,119.37,6.22,Loamy,6.66,70.81
Sikkim,District B,2018,Rice,1460.4,4518.17,390.36,252.27,92.55,7.74,Clay,9.02,41.0
Sikkim,District B,2018,Maize,540.4,4627.33,413.61,54.51,127.11,7.27,Loamy,1.79,0.43
Sikkim,District B,2018,Sugarcane,1509.4,4265.13,395.05,232.91,175.39,8.27,Silty,1.58,98.8
Sikkim,District B,2018,Cotton,1435.7,5759.03,141.53,135.51,44.11,8.01,Peaty,5.51,18.66
Sikkim,District B,2019,Wheat,690.7,4146.74,302.55,223.7,74.94,6.71,Peaty,8.2,26.5
Sikkim,District B,2019,Rice,579.6,3503.37,395.79,252.12,196.8,6.07,Peaty,3.94,94.35
Sikkim,District B,2019,Maize,1481.0,3897.24,181.41,258.34,56.76,6.24,Clay,5.59,28.21
Sikkim,District B,2019,Sugarcane,926.4,1582.35,376.97,243.99,25.84,7.26,Loamy,1.56,45.44
Sikkim,District B,2019,Cotton,931.3,2735.54,188.95,133.13,83.56,6.43,Clay,8.0,13.21
Sikkim,District B,2020,Wheat,906.9,3546.78,477.26,95.88,186.16,7.66,Loamy,7.51,3.12
Sikkim,District B,2020,Rice,648.4,3006.79,129.59,296.9,124.47,6.96,Silty,9.79,95.51
Sikkim,District B,2020,Maize,1689.6,3197.28,126.38,74.59,20.21,5.51,Silty,7.01,72.67
Sikkim,District B,2020,Sugarcane,1269.8,2570.29,465.75,119.42,153.14,6.24,Loamy,6.86,64.27
Sikkim,District B,2020,Cotton,646.1,3387.61,309.96,123.51,178.58,8.01,Silty,4.13,46.8
Sikkim,District B,2021,Wheat,1466.8,4882.27,230.72,196.59,90.08,7.65,Peaty,7.21,65.39
Sikkim,District B,2021,Rice,1313.0,3087.79,440.18,227.43,68.87,7.01,Peaty,6.4,81.2
Sikkim,District B,2021,Maize,1762.2,4515.88,356.61,287.26,89.06,8.0,Sandy,5.42,72.91
Sikkim,District B,2021,Sugarcane,1065.5,2214.96,334.6,99.12,102.37,8.12,Loamy,7.31,92.33
Sikkim,District B,2021,Cotton,1636.9,1879.05,287.65,158.82,80.57,6.97,Sandy,2.96,42.61
Sikkim,District B,2022,Wheat,1957.9,5220.43,143.17,177.13,151.41,7.6,Silty,8.17,44.21
Sikkim,District B,2022,Rice,1816.7,2547.0,333.68,85.73,170.01,5.89,Peaty,2.37,29.45
Sikkim,District B,2022,Maize,1651.5,3343.55,172.59,166.81,122.41,6.86,Loamy,3.56,66.13
Sikkim,District B,2022,Sugarcane,668.4,3265.28,396.4,106.2,126.16,5.96,Loamy,7.09,77.59
Sikkim,District B,2022,Cotton,904.5,1770.08,262.34,86.17,69.9,8.34,Loamy,1.82,79.78
Sikkim,District B,2023,Wheat,1243.3,3248.34,480.25,142.75,50.06,6.32,Silty,3.62,51.61
Sikkim,District B,2023,Rice,1503.9,4997.84,384.06,101.4,40.86,7.13,Sandy,7.2,16.68
Sikkim,District B,2023,Maize,734.5,1719.51,264.73,252.21,108.25,6.6,Silty,1.47,39.92
Sikkim,District B,2023,Sugarcane,649.9,1965.97,258.14,175.71,53.6,7.55,Silty,1.57,16.73
Sikkim,District B,2023,Cotton,1785.9,4139.85,411.51,252.2,168.18,7.15,Peaty,9.43,22.03
Sikkim,District B,2024,Wheat,1715.2,5239.86,121.76,227.99,31.33,7.28,Peaty,4.3,88.08
Sikkim,District B,2024,Rice,1700.8,5666.82,225.96,55.38,166.06,6.17,Peaty,7.6,62.27
Sikkim,District B,2024,Maize,1226.7,2294.38,421.26,118.29,167.69,7.33,Clay,1.37,23.24
Sikkim,District B,2024,Sugarcane,1833.6,5180.88,329.94,166.58,136.49,6.9,Loamy,3.77,83.85
Sikkim,District B,2024,Cotton,1552.9,2984.89,432.27,171.84,51.43,5.73,Peaty,9.49,78.63
Sikkim,District C,2015,Wheat,801.4,4367.74,403.66,102.36,36.8,6.56,Sandy,3.17,76.21
Sikkim,District C,2015,Rice,1360.8,1643.13,317.17,251.49,69.7,8.19,Silty,1.69,15.99
Sikkim,District C,2015,Maize,1755.5,3377.88,418.78,182.81,106.5,7.92,Clay,8.22,10.07
Sikkim,District C,2015,Sugarcane,1454.5,4661.64,459.64,106.08,128.76,6.8,Sandy,9.55,92.74
Sikkim,District C,2015,Cotton,1481.5,4459.73,198.78,257.16,133.87,7.98,Sandy,8.81,83.89
Sikkim,District C,2016,Wheat,1059.2,4853.55,270.99,260.03,115.54,7.79,Sandy,6.31,55.03
Sikkim,District C,2016,Rice,1415.0,4630.39,467.24,246.42,59.53,7.98,Clay,9.68,53.41
Sikkim,District C,2016,Maize,1289.2,3153.38,270.24,170.52,47.38,6.59,Silty,9.72,20.17
Sikkim,District C,2016,Sugarcane,1369.4,1874.58,187.16,240.83,74.47,8.46,Peaty,6.99,80.66
Sikkim,District C,2016,Cotton,649.2,4097.08,125.0,93.99,78.59,7.62,Peaty,2.39,49.96
Sikkim,District C,2017,Wheat,1685.7,3494.79,166.32,128.3,58.23,5.88,Clay,5.87,7.28
Sikkim,District C,2017,Rice,1405.7,5968.61,485.65,257.29,67.94,5.57,Silty,5.99,93.98
Sikkim,District C,2017,Maize,1862.0,4108.03,155.58,164.95,150.53,8.36,Sandy,2.98,72.89
Sikkim,District C,2017,Sugarcane,1032.9,4500.8,148.81,226.4,194.98,5.63,Loamy,9.42,0.94
Sikkim,District C,2017,Cotton,620.0,4961.1,374.26,250.24,68.03,8.05,Loamy,3.36,1.06
Sikkim,District C,2018,Wheat,1807.0,3909.05,490.15,228.67,34.48,7.26,Loamy,8.45,19.21
Sikkim,District C,2018,Rice,1344.5,3155.17,302.31,205.19,180.85,6.08,Loamy,6.64,39.41
Sikkim,District C,2018,Maize,744.4,2026.89,323.56,125.12,199.54,6.72,Clay,6.66,24.43
Sikkim,District C,2018,Sugarcane,1241.1,3671.59,281.42,249.02,58.99,8.21,Clay,4.74,87.47
Sikkim,District C,2018,Cotton,596.0,5485.74,224.23,191.28,68.54,8.45,Silty,3.51,10.93
Sikkim,District C,2019,Wheat,885.0,5269.53,346.07,106.83,176.92,7.9,Clay,4.44,95.58
Sikkim,District C,2019,Rice,1114.0,2498.41,352.94,156.82,65.01,7.65,Silty,9.28,35.69
Sikkim,District C,2019,Maize,1542.7,4418.99,368.17,211.26,59.9,5.93,Sandy,1.97,28.27
Sikkim,District C,2019,Sugarcane,1387.5,3229.35,343.42,89.94,67.06,7.2,Peaty,6.08,89.23
Sikkim,District C,2019,Cotton,1990.8,5861.82,387.14,85.81,24.17,7.98,Clay,9.16,37.51
Sikkim,District C,2020,Wheat,957.0,3521.12,237.59,229.71,58.44,7.48,Silty,6.2,36.1
Sikkim,District C,2020,Rice,1494.6,4040.53,469.59,75.4,59.72,7.8,Silty,2.49,50.33
Sikkim,District C,2020,Maize,1478.2,1701.72,216.65,252.36,113.64,5.61,Sandy,4.02,71.8
Sikkim,District C,2020,Sugarcane,593.1,4692.73,127.32,196.8,127.56,6.41,Loamy,9.54,53.56
Sikkim,District C,2020,Cotton,1369.6,4267.59,456.42,65.06,180.79,6.22,Loamy,6.92,97.7
Sikkim,District C,2021,Wheat,585.9,3417.55,311.91,113.03,196.92,7.42,Loamy,4.74,35.4
Sikkim,District C,2021,Rice,1329.7,3458.75,385.98,116.45,100.93,8.19,Silty,5.0,52.39
Sikkim,District C,2021,Maize,1097.5,4728.17,450.64,260.21,161.48,5.54,Clay,2.33,28.51
Sikkim,District C,2021,Sugarcane,1821.6,3932.24,228.54,186.92,59.29,5.58,Silty,6.82,20.42
Sikkim,District C,2021,Cotton,1541.0,1514.0,319.51,150.27,74.56,7.05,Sandy,2.54,18.17
Sikkim,District C,2022,Wheat,665.4,5743.39,369.1,247.48,79.61,6.88,Peaty,9.0,85.3
Sikkim,District C,2022,Rice,1677.2,1762.36,169.7,133.54,67.35,8.02,Silty,7.76,77.15
Sikkim,District C,2022,Maize,1248.9,3092.47,473.37,63.57,47.47,6.76,Peaty,7.08,50.65
Sikkim,District C,2022,Sugarcane,719.8,1612.27,472.3,81.42,146.89,7.46,Loamy,6.29,48.01
Sikkim,District C,2022,Cotton,1357.3,4016.66,222.82,74.36,181.42,7.3,Loamy,5.18,75.65
Sikkim,District C,2023,Wheat,1376.7,1742.11,456.04,126.38,44.82,5.76,Silty,1.75,77.64
Sikkim,District C,2023,Rice,1436.1,4015.59,345.59,282.55,138.0,7.44,Clay,9.61,14.87
Sikkim,District C,2023,Maize,1646.0,4347.99,426.76,57.17,34.06,5.71,Peaty,2.07,57.89
Sikkim,District C,2023,Sugarcane,985.2,3998.91,193.99,161.09,176.12,6.63,Silty,4.71,1.93
Sikkim,District C,2023,Cotton,852.1,4144.96,484.78,75.89,41.88,7.61,Peaty,1.28,85.95
Sikkim,District C,2024,Wheat,1077.5,5886.84,148.19,286.17,134.17,5.66,Clay,5.74,68.68
Sikkim,District C,2024,Rice,1236.4,4472.73,245.97,56.98,195.33,7.96,Clay,5.04,63.5
Sikkim,District C,2024,Maize,785.9,4100.95,313.46,102.07,45.42,7.78,Sandy,8.97,99.22
Sikkim,District C,2024,Sugarcane,581.0,3728.65,231.55,148.42,101.29,7.72,Silty,7.54,21.16
Sikkim,District C,2024,Cotton,1203.1,4441.01,315.8,202.08,118.32,6.1,Peaty,4.74,53.2
Tamil Nadu,District A,2015,Wheat,1962.7,1691.11,279.29,209.0,21.52,7.29,Clay,3.06,62.54
Tamil Nadu,District A,2015,Rice,559.3,2298.47,217.34,220.84,177.66,7.9,Clay,1.27,31.05
Tamil Nadu,District A,2015,Maize,1709.0,3555.0,159.98,159.64,55.65,6.68,Silty,4.19,66.52
Tamil Nadu,District A,2015,Sugarcane,1600.7,3611.32,358.0,102.64,174.81,8.1,Sandy,5.93,60.67
Tamil Nadu,District A,2015,Cotton,1208.6,5600.14,395.89,218.13,113.62,5.75,Peaty,4.01,14.23
Tamil Nadu,District A,2016,Wheat,922.8,5546.05,163.76,132.31,103.64,8.04,Silty,5.03,31.8
Tamil Nadu,District A,2016,Rice,1955.6,5445.35,199.97,128.38,115.2,6.34,Loamy,8.44,86.4
Tamil Nadu,District A,2016,Maize,1354.4,5401.26,304.01,201.76,156.57,6.78,Clay,1.24,83.95
Tamil Nadu,District A,2016,Sugarcane,765.6,4532.4,242.95,254.02,111.74,6.47,Silty,2.12,69.91
Tamil Nadu,District A,2016,Cotton,1764.4,1589.44,193.44,286.31,89.35,8.32,Peaty,6.37,56.78
Tamil Nadu,District A,2017,Wheat,744.1,1812.91,321.05,167.0,41.54,8.01,Sandy,8.44,20.83
Tamil Nadu,District A,2017,Rice,1081.9,4383.76,449.91,215.12,171.02,6.92,Clay,9.82,15.35
Tamil Nadu,District A,2017,Maize,1890.4,3850.64,357.29,269.47,93.74,6.76,Loamy,1.17,49.67
Tamil Nadu,District A,2017,Sugarcane,936.6,5675.79,135.09,164.83,190.54,8.2,Silty,5.25,37.06
Tamil Nadu,District A,2017,Cotton,1341.9,5761.83,404.35,221.76,94.87,6.36,Loamy,6.0,80.19
Tamil Nadu,District A,2018,Wheat,816.7,3294.44,152.03,68.94,128.84,6.07,Silty,8.28,12.0
Tamil Nadu,District A,2018,Rice,1191.9,2050.54,276.74,61.78,113.17,7.89,Peaty,5.58,82.88
Tamil Nadu,District A,2018,Maize,841.7,5238.58,210.55,140.62,43.12,5.81,Clay,4.0,52.92
Tamil Nadu,District A,2018,Sugarcane,1021.8,5415.6,460.29,131.5,36.56,6.13,Loamy,1.0,5.97
Tamil Nadu,District A,2018,Cotton,1148.8,5811.83,456.34,298.5,95.03,5.64,Peaty,3.25,42.74
Tamil Nadu,District A,2019,Wheat,1182.2,2833.7,498.27,241.91,144.64,8.06,Clay,4.16,53.75
Tamil Nadu,District A,2019,Rice,1623.6,2006.56,416.45,56.57,99.76,7.26,Loamy,6.17,15.87
Tamil Nadu,District A,2019,Maize,1276.3,3281.03,291.74,99.27,110.15,5.95,Silty,1.71,88.96
Tamil Nadu,District A,2019,Sugarcane,1424.6,2922.48,118.26,208.06,87.22,8.22,Loamy,1.35,94.93
Tamil Nadu,District A,2019,Cotton,1947.3,1624.84,386.41,105.37,146.25,8.11,Sandy,1.03,98.05
Tamil Nadu,District A,2020,Wheat,1907.5,2733.65,355.29,232.31,124.04,8.03,Silty,5.45,42.92
Tamil Nadu,District A,2020,Rice,517.4,4056.18,149.9,241.16,66.39,7.52,Loamy,6.55,26.7
Tamil Nadu,District A,2020,Maize,900.6,5383.72,105.12,95.38,129.83,7.95,Sandy,6.88,55.72
Tamil Nadu,District A,2020,Sugarcane,596.8,4297.88,425.56,298.11,25.34,7.48,Clay,2.66,3.65
Tamil Nadu,District A,2020,Cotton,1786.0,3878.26,231.1,122.39,118.05,6.48,Sandy,3.15,63.54
Tamil Nadu,District A,2021,Wheat,1780.6,2508.3,303.15,212.17,121.63,6.6,Sandy,7.58,62.21
Tamil Nadu,District A,2021,Rice,547.4,3093.74,238.34,185.52,66.41,6.3,Sandy,6.46,36.32
Tamil Nadu,District A,2021,Maize,873.6,4078.04,452.68,180.14,139.06,6.57,Clay,3.03,50.69
Tamil Nadu,District A,2021,Sugarcane,1163.3,3054.53,277.1,145.96,189.18,8.44,Silty,9.16,7.48
Tamil Nadu,District A,2021,Cotton,574.6,2073.62,146.58,71.96,139.04,7.3,Loamy,3.44,82.2
Tamil Nadu,District A,2022,Wheat,1620.7,3755.61,369.12,96.39,140.2,5.52,Clay,6.88,74.02
Tamil Nadu,District A,2022,Rice,924.8,4068.82,123.81,290.01,39.79,5.7,Peaty,4.85,9.72
Tamil Nadu,District A,2022,Maize,1617.0,5544.93,204.09,207.19,27.62,6.66,Silty,9.1,70.16
Tamil Nadu,District A,2022,Sugarcane,1949.3,1870.57,461.05,261.41,180.77,5.52,Peaty,5.96,49.54
Tamil Nadu,District A,2022,Cotton,1003.1,4720.07,315.28,283.22,62.95,6.43,Sandy,7.26,34.21
Tamil Nadu,District A,2023,Wheat,980.3,5029.52,121.24,239.81,166.49,7.06,Loamy,5.26,17.81
Tamil Nadu,District A,2023,Rice,1042.1,5576.4,497.5,155.46,50.03,6.36,Loamy,1.03,34.92
Tamil Nadu,District A,2023,Maize,607.2,4847.21,324.41,193.04,71.57,7.94,Silty,4.0,65.95
Tamil Nadu,District A,2023,Sugarcane,1861.9,2555.77,316.44,184.5,177.35,5.65,Loamy,2.64,2.15
Tamil Nadu,District A,2023,Cotton,720.5,5894.12,185.94,283.76,56.95,8.29,Loamy,3.16,0.99
Tamil Nadu,District A,2024,Wheat,1182.1,1821.33,456.88,93.42,96.54,6.8,Clay,9.32,93.85
Tamil Nadu,District A,2024,Rice,561.0,1567.09,270.03,197.66,70.02,6.28,Peaty,1.13,80.39
Tamil Nadu,District A,2024,Maize,1554.9,2541.24,256.09,223.83,84.47,5.99,Loamy,7.51,32.08
Tamil Nadu,District A,2024,Sugarcane,682.7,5232.95,201.12,178.2,144.44,6.45,Clay,4.1,49.46
Tamil Nadu,District A,2024,Cotton,1728.0,5273.51,389.98,111.8,149.63,6.24,Silty,5.92,67.89
Tamil Nadu,District B,2015,Wheat,579.6,1770.1,413.67,264.87,128.8,6.79,Peaty,3.4,47.54
